"year_month","Nation","CartPriceInCP"
"2022-06","Silverymoon",1625160
"2022-07","Silverymoon",1577869
"2022-08","Silverymoon",2044610
"2022-09","Silverymoon",1700487
"2022-10","Silverymoon",1323110
"2022-11","Silverymoon",1616588
"2022-12","Silverymoon",1419659
"2023-01","Silverymoon",1731270
"2023-02","Silverymoon",1709359
"2023-03","Silverymoon",1565308
"2023-04","Silverymoon",1425040
"2023-05","Silverymoon",1633589
"2023-06","Silverymoon",1674828
"2023-07","Silverymoon",1548646
"2023-08","Silverymoon",1607975
"2023-09","Silverymoon",1662916
"2023-10","Silverymoon",1591078
"2023-11","Silverymoon",1500826
"2023-12","Silverymoon",1622662
"2019-01","Snowdown",400391
"2019-02","Snowdown",450524
"2019-03","Snowdown",445198
"2019-04","Snowdown",366596
"2019-05","Snowdown",320440
"2019-06","Snowdown",440448
"2019-07","Snowdown",394416
"2019-08","Snowdown",470373
"2019-09","Snowdown",341462
"2019-10","Snowdown",430818
"2019-11","Snowdown",491683
"2019-12","Snowdown",443093
"2020-01","Snowdown",352532
"2020-02","Snowdown",338807
"2020-03","Snowdown",350764
"2020-04","Snowdown",447220
"2020-05","Snowdown",392643
"2020-06","Snowdown",348052
"2020-07","Snowdown",432719
"2020-08","Snowdown",445723
"2020-09","Snowdown",438408
"2020-10","Snowdown",537496
"2020-11","Snowdown",386829
"2020-12","Snowdown",465982
"2021-01","Snowdown",384678
"2021-02","Snowdown",336149
"2021-03","Snowdown",279012
"2021-04","Snowdown",342052
"2021-05","Snowdown",499031
"2021-06","Snowdown",325436
"2021-07","Snowdown",459012
"2021-08","Snowdown",380893
"2021-09","Snowdown",414238
"2021-10","Snowdown",428599
"2021-11","Snowdown",329098
"2021-12","Snowdown",446047
"2022-01","Snowdown",463286
"2022-02","Snowdown",435421
"2022-03","Snowdown",358271
"2022-04","Snowdown",468645
"2022-05","Snowdown",438849
"2022-06","Snowdown",380626
"2022-07","Snowdown",429728
"2022-08","Snowdown",441540
"2022-09","Snowdown",307483
"2022-10","Snowdown",438497
"2022-11","Snowdown",311789
"2022-12","Snowdown",481124
"2023-01","Snowdown",317970
"2023-02","Snowdown",415679
"2023-03","Snowdown",421915
"2023-04","Snowdown",373800
"2023-05","Snowdown",271455
"2023-06","Snowdown",324217
"2023-07","Snowdown",396652
"2023-08","Snowdown",381656
"2023-09","Snowdown",410444
"2023-10","Snowdown",325023
"2023-11","Snowdown",481578
"2023-12","Snowdown",327377
"2019-01","Tethyr",1485003
"2019-02","Tethyr",1414507
"2019-03","Tethyr",1583347
"2019-04","Tethyr",1773922
"2019-05","Tethyr",1574077
"2019-06","Tethyr",1347226
"2019-07","Tethyr",1572208
"2019-08","Tethyr",1584113
"2019-09","Tethyr",1342070
"2019-10","Tethyr",1448048
"2019-11","Tethyr",1375744
"2019-12","Tethyr",1674066
"2020-01","Tethyr",1743005
"2020-02","Tethyr",1293257
"2020-03","Tethyr",1521606
"2020-04","Tethyr",1792136
"2020-05","Tethyr",1427454
"2020-06","Tethyr",1581713
"2020-07","Tethyr",1803650
"2020-08","Tethyr",1685359
"2020-09","Tethyr",1518139
"2020-10","Tethyr",1610459
"2020-11","Tethyr",1456673
"2020-12","Tethyr",1340937
"2021-01","Tethyr",1530719
"2021-02","Tethyr",1324610
"2021-03","Tethyr",1674470
"2021-04","Tethyr",1402135
"2021-05","Tethyr",1396074
"2021-06","Tethyr",1630965
"2021-07","Tethyr",1387016
"2021-08","Tethyr",1493543
"2021-09","Tethyr",1605746
"2021-10","Tethyr",1588498
"2021-11","Tethyr",1548611
"2021-12","Tethyr",1612340
"2022-01","Tethyr",1449591
"2022-02","Tethyr",1249885
"2022-03","Tethyr",1495550
"2022-04","Tethyr",1507684
"2022-05","Tethyr",1392844
"2022-06","Tethyr",1486809
"2022-07","Tethyr",1613481
"2022-08","Tethyr",1575863
"2022-09","Tethyr",1590263
"2022-10","Tethyr",1578932
"2022-11","Tethyr",1543636
"2022-12","Tethyr",1577208
"2023-01","Tethyr",1479819
"2023-02","Tethyr",1291683
"2023-03","Tethyr",1683507
"2023-04","Tethyr",1533168
"2023-05","Tethyr",1670556
"2023-06","Tethyr",1583599
"2023-07","Tethyr",1321914
"2023-08","Tethyr",1648684
"2023-09","Tethyr",1595002
"2023-10","Tethyr",1587238
"2023-11","Tethyr",1443953
"2023-12","Tethyr",1562915
"2019-01","Tharsult",143596
"2019-02","Tharsult",68787
"2019-03","Tharsult",120866
"2019-04","Tharsult",123425
"2019-05","Tharsult",52999
"2019-06","Tharsult",171251
"2019-07","Tharsult",99272
"2019-08","Tharsult",98003
"2019-09","Tharsult",89868
"2019-10","Tharsult",195209
"2019-11","Tharsult",200265
"2019-12","Tharsult",157513
"2020-01","Tharsult",192758
"2020-02","Tharsult",119751
"2020-03","Tharsult",160454
"2020-04","Tharsult",139106
"2020-05","Tharsult",66229
"2020-06","Tharsult",186459
"2020-07","Tharsult",130451
"2020-08","Tharsult",120853
"2020-09","Tharsult",190251
"2020-10","Tharsult",182718
"2020-11","Tharsult",193028
"2020-12","Tharsult",160371
"2021-01","Tharsult",170980
"2021-02","Tharsult",146779
"2021-03","Tharsult",108033
"2021-04","Tharsult",132510
"2021-05","Tharsult",67525
"2021-06","Tharsult",91619
"2021-07","Tharsult",204002
"2021-08","Tharsult",167403
"2021-09","Tharsult",213033
"2021-10","Tharsult",178218
"2021-11","Tharsult",155388
"2021-12","Tharsult",85817
"2022-01","Tharsult",109710
"2022-02","Tharsult",162082
"2022-03","Tharsult",167329
"2022-04","Tharsult",131984
"2022-05","Tharsult",140862
"2022-06","Tharsult",84362
"2022-07","Tharsult",202946
"2022-08","Tharsult",138226
"2022-09","Tharsult",54356
"2022-10","Tharsult",50974
"2022-11","Tharsult",108395
"2022-12","Tharsult",146612
"2023-01","Tharsult",144112
"2023-02","Tharsult",144047
"2023-03","Tharsult",196042
"2023-04","Tharsult",44819
"2023-05","Tharsult",102653
"2023-06","Tharsult",126112
"2023-07","Tharsult",91250
"2023-08","Tharsult",87782
"2023-09","Tharsult",182134
"2023-10","Tharsult",135607
"2023-11","Tharsult",101552
"2023-12","Tharsult",135862
"2019-01","Thay",1299721
"2019-02","Thay",1228407
"2019-03","Thay",1442091
"2019-04","Thay",1169354
"2019-05","Thay",1037450
"2019-06","Thay",1107535
"2019-07","Thay",1276323
"2019-08","Thay",1174433
"2019-09","Thay",1251790
"2019-10","Thay",1299546
"2019-11","Thay",1168552
"2019-12","Thay",1209208
"2020-01","Thay",1160899
"2020-02","Thay",1196557
"2020-03","Thay",1261143
"2020-04","Thay",1064686
"2020-05","Thay",1223950
"2020-06","Thay",1027982
"2020-07","Thay",1340359
"2020-08","Thay",1348866
"2020-09","Thay",1240938
"2020-10","Thay",1304083
"2020-11","Thay",1289085
"2020-12","Thay",1213540
"2021-01","Thay",1114418
"2021-02","Thay",1172018
"2021-03","Thay",1144209
"2021-04","Thay",1136717
"2021-05","Thay",1023919
"2021-06","Thay",1468041
"2021-07","Thay",1233111
"2021-08","Thay",1251887
"2021-09","Thay",1181551
"2021-10","Thay",1496501
"2021-11","Thay",1278445
"2021-12","Thay",1779442
"2022-01","Thay",1825702
"2022-02","Thay",1434100
"2022-03","Thay",1625136
"2022-04","Thay",1507140
"2022-05","Thay",1610347
"2022-06","Thay",1757236
"2022-07","Thay",1380230
"2022-08","Thay",1398347
"2022-09","Thay",1446870
"2022-10","Thay",1552011
"2022-11","Thay",1548889
"2022-12","Thay",1743042
"2023-01","Thay",1736787
"2023-02","Thay",1215428
"2023-03","Thay",1563480
"2023-04","Thay",1550536
"2023-05","Thay",1481999
"2023-06","Thay",1304862
"2023-07","Thay",1767752
"2023-08","Thay",1265613
"2023-09","Thay",1761413
"2023-10","Thay",1341072
"2023-11","Thay",979338
"2023-12","Thay",1358761
"2019-01","Thesk",636887
"2019-02","Thesk",564631
"2019-03","Thesk",496045
"2019-04","Thesk",644911
"2019-05","Thesk",465763
"2019-06","Thesk",606154
"2019-07","Thesk",470470
"2019-08","Thesk",653387
"2019-09","Thesk",687355
"2019-10","Thesk",734966
"2019-11","Thesk",672407
"2019-12","Thesk",745920
"2020-01","Thesk",592403
"2020-02","Thesk",640149
"2020-03","Thesk",499628
"2020-04","Thesk",658351
"2020-05","Thesk",773166
"2020-06","Thesk",664274
"2020-07","Thesk",528276
"2020-08","Thesk",677537
"2020-09","Thesk",614087
"2020-10","Thesk",661834
"2020-11","Thesk",482204
"2020-12","Thesk",640991
"2021-01","Thesk",695923
"2021-02","Thesk",615142
"2021-03","Thesk",749553
"2021-04","Thesk",654291
"2021-05","Thesk",836828
"2021-06","Thesk",675567
"2021-07","Thesk",616181
"2021-08","Thesk",819429
"2021-09","Thesk",745729
"2021-10","Thesk",614702
"2021-11","Thesk",603420
"2021-12","Thesk",547347
"2022-01","Thesk",792033
"2022-02","Thesk",591204
"2022-03","Thesk",692014
"2022-04","Thesk",585362
"2022-05","Thesk",577428
"2022-06","Thesk",644693
"2022-07","Thesk",764368
"2022-08","Thesk",852477
"2022-09","Thesk",738616
"2022-10","Thesk",502897
"2022-11","Thesk",696722
"2022-12","Thesk",536060
"2023-01","Thesk",594697
"2023-02","Thesk",586488
"2023-03","Thesk",692204
"2023-04","Thesk",714066
"2023-05","Thesk",539652
"2023-06","Thesk",581787
"2023-07","Thesk",626536
"2023-08","Thesk",595803
"2023-09","Thesk",640095
"2023-10","Thesk",661046
"2023-11","Thesk",611877
"2023-12","Thesk",826585
"2019-01","Turmish",1576486
"2019-02","Turmish",1023885
"2019-03","Turmish",1251460
"2019-04","Turmish",1460943
"2019-05","Turmish",1389967
"2019-06","Turmish",1187031
"2019-07","Turmish",1155782
"2019-08","Turmish",1168805
"2019-09","Turmish",1534233
"2019-10","Turmish",1396407
"2019-11","Turmish",1374905
"2019-12","Turmish",1263455
"2020-01","Turmish",1289672
"2020-02","Turmish",1185601
"2020-03","Turmish",1350645
"2020-04","Turmish",1386333
"2020-05","Turmish",1087837
"2020-06","Turmish",1297812
"2020-07","Turmish",1333333
"2020-08","Turmish",1525587
"2020-09","Turmish",1235475
"2020-10","Turmish",1296061
"2020-11","Turmish",1412584
"2020-12","Turmish",1279413
"2021-01","Turmish",1371703
"2021-02","Turmish",1263100
"2021-03","Turmish",1488170
"2021-04","Turmish",1287914
"2021-05","Turmish",1218837
"2021-06","Turmish",1416562
"2021-07","Turmish",1290367
"2021-08","Turmish",1246127
"2021-09","Turmish",1183145
"2021-10","Turmish",1549014
"2021-11","Turmish",1192668
"2021-12","Turmish",1249335
"2022-01","Turmish",1261911
"2022-02","Turmish",1139467
"2022-03","Turmish",1287273
"2022-04","Turmish",1426192
"2022-05","Turmish",1406963
"2022-06","Turmish",1507764
"2022-07","Turmish",1355088
"2022-08","Turmish",1405186
"2022-09","Turmish",942193
"2022-10","Turmish",1116777
"2022-11","Turmish",1213563
"2022-12","Turmish",1548844
"2023-01","Turmish",1221961
"2023-02","Turmish",1180724
"2023-03","Turmish",1292068
"2023-04","Turmish",1274805
"2023-05","Turmish",1388743
"2023-06","Turmish",1282265
"2023-07","Turmish",1218060
"2023-08","Turmish",1380393
"2023-09","Turmish",1279243
"2023-10","Turmish",1354229
"2023-11","Turmish",1336234
"2023-12","Turmish",1223694
"2019-01","Unther",394959
"2019-02","Unther",412159
"2019-03","Unther",310063
"2019-04","Unther",254694
"2019-05","Unther",472831
"2019-06","Unther",404180
"2019-07","Unther",313949
"2019-08","Unther",403597
"2019-09","Unther",380610
"2019-10","Unther",461187
"2019-11","Unther",378496
"2019-12","Unther",410957
"2020-01","Unther",416869
"2020-02","Unther",401897
"2020-03","Unther",282449
"2020-04","Unther",347637
"2020-05","Unther",297048
"2020-06","Unther",326216
"2020-07","Unther",318338
"2020-08","Unther",417671
"2020-09","Unther",398292
"2020-10","Unther",390060
"2020-11","Unther",364376
"2020-12","Unther",266581
"2021-01","Unther",403097
"2021-02","Unther",218126
"2021-03","Unther",306748
"2021-04","Unther",278791
"2021-05","Unther",325517
"2021-06","Unther",313715
"2021-07","Unther",336295
"2021-08","Unther",439072
"2021-09","Unther",344280
"2021-10","Unther",406852
"2021-11","Unther",451054
"2021-12","Unther",424353
"2022-01","Unther",302784
"2022-02","Unther",275883
"2022-03","Unther",317350
"2022-04","Unther",311442
"2022-05","Unther",343013
"2022-06","Unther",307284
"2022-07","Unther",375946
"2022-08","Unther",391443
"2022-09","Unther",378779
"2022-10","Unther",402266
"2022-11","Unther",347275
"2022-12","Unther",239996
"2023-01","Unther",345029
"2023-02","Unther",230242
"2023-03","Unther",388534
"2023-04","Unther",404069
"2023-05","Unther",323070
"2023-06","Unther",285623
"2023-07","Unther",316313
"2023-08","Unther",406111
"2023-09","Unther",272134
"2023-10","Unther",446869
"2023-11","Unther",269670
"2023-12","Unther",273846
"2019-01","Vaasa",610364
"2019-02","Vaasa",522819
"2019-03","Vaasa",667857
"2019-04","Vaasa",640286
"2019-05","Vaasa",722607
"2019-06","Vaasa",979430
"2019-07","Vaasa",1254493
"2019-08","Vaasa",1021594
"2019-09","Vaasa",1087632
"2019-10","Vaasa",1016899
"2019-11","Vaasa",892774
"2019-12","Vaasa",955651
"2020-01","Vaasa",795018
"2020-02","Vaasa",943161
"2020-03","Vaasa",786452
"2020-04","Vaasa",1174740
"2020-05","Vaasa",1208723
"2020-06","Vaasa",919961
"2020-07","Vaasa",1102648
"2020-08","Vaasa",940778
"2020-09","Vaasa",795011
"2020-10","Vaasa",894980
"2020-11","Vaasa",693658
"2020-12","Vaasa",597733
"2021-01","Vaasa",700609
"2021-02","Vaasa",658807
"2021-03","Vaasa",670398
"2021-04","Vaasa",588306
"2021-05","Vaasa",842251
"2021-06","Vaasa",637542
"2021-07","Vaasa",585483
"2021-08","Vaasa",692457
"2021-09","Vaasa",698157
"2021-10","Vaasa",582242
"2021-11","Vaasa",748458
"2021-12","Vaasa",672035
"2022-01","Vaasa",755975
"2022-02","Vaasa",613644
"2022-03","Vaasa",557759
"2022-04","Vaasa",756336
"2022-05","Vaasa",586587
"2022-06","Vaasa",787883
"2022-07","Vaasa",650608
"2022-08","Vaasa",917066
"2022-09","Vaasa",506853
"2022-10","Vaasa",781754
"2022-11","Vaasa",619123
"2022-12","Vaasa",710294
"2023-01","Vaasa",892404
"2023-02","Vaasa",596148
"2023-03","Vaasa",809398
"2023-04","Vaasa",798688
"2023-05","Vaasa",656898
"2023-06","Vaasa",719877
"2023-07","Vaasa",812826
"2023-08","Vaasa",733560
"2023-09","Vaasa",632510
"2023-10","Vaasa",690180
"2023-11","Vaasa",722447
"2023-12","Vaasa",650886
"2019-01","Veldorn",139926
"2019-02","Veldorn",97018
"2019-03","Veldorn",104819
"2019-04","Veldorn",93932
"2019-05","Veldorn",188066
"2019-06","Veldorn",92000
"2019-07","Veldorn",96610
"2019-08","Veldorn",107614
"2019-09","Veldorn",90922
"2019-10","Veldorn",171969
"2019-11","Veldorn",95999
"2019-12","Veldorn",195604
"2020-01","Veldorn",69707
"2020-02","Veldorn",165329
"2020-03","Veldorn",83224
"2020-04","Veldorn",117296
"2020-05","Veldorn",139949
"2020-06","Veldorn",119075
"2020-07","Veldorn",91296
"2020-08","Veldorn",164218
"2020-09","Veldorn",119550
"2020-10","Veldorn",151423
"2020-11","Veldorn",91180
"2020-12","Veldorn",126318
"2021-01","Veldorn",135172
"2021-02","Veldorn",146628
"2021-03","Veldorn",140059
"2021-04","Veldorn",48263
"2021-05","Veldorn",130686
"2021-06","Veldorn",54879
"2021-07","Veldorn",93836
"2021-08","Veldorn",162847
"2021-09","Veldorn",212945
"2021-10","Veldorn",172554
"2021-11","Veldorn",168995
"2021-12","Veldorn",136327
"2022-01","Veldorn",112451
"2022-02","Veldorn",78198
"2022-03","Veldorn",141636
"2022-04","Veldorn",160493
"2022-05","Veldorn",177121
"2022-06","Veldorn",51694
"2022-07","Veldorn",158260
"2022-08","Veldorn",215170
"2022-09","Veldorn",212176
"2022-10","Veldorn",135945
"2022-11","Veldorn",98413
"2022-12","Veldorn",150824
"2023-01","Veldorn",92461
"2023-02","Veldorn",91890
"2023-03","Veldorn",155701
"2023-04","Veldorn",122131
"2023-05","Veldorn",70474
"2023-06","Veldorn",154249
"2023-07","Veldorn",184488
"2023-08","Veldorn",157647
"2023-09","Veldorn",53422
"2023-10","Veldorn",138688
"2023-11","Veldorn",103331
"2023-12","Veldorn",79888
"2019-01","Waterdeep",1662130
"2019-02","Waterdeep",1666431
"2019-03","Waterdeep",1695604
"2019-04","Waterdeep",1528515
"2019-05","Waterdeep",1545579
"2019-06","Waterdeep",1363123
"2019-07","Waterdeep",1601573
"2019-08","Waterdeep",1648369
"2019-09","Waterdeep",1584512
"2019-10","Waterdeep",1902053
"2019-11","Waterdeep",1851101
"2019-12","Waterdeep",1521174
"2020-01","Waterdeep",1664072
"2020-02","Waterdeep",1518580
"2020-03","Waterdeep",1429238
"2020-04","Waterdeep",1521888
"2020-05","Waterdeep",1539332
"2020-06","Waterdeep",1505110
"2020-07","Waterdeep",1670189
"2020-08","Waterdeep",1646696
"2020-09","Waterdeep",1396342
"2020-10","Waterdeep",1620493
"2020-11","Waterdeep",1566568
"2020-12","Waterdeep",1723678
"2021-01","Waterdeep",1558149
"2021-02","Waterdeep",1476749
"2021-03","Waterdeep",1581207
"2021-04","Waterdeep",1612030
"2021-05","Waterdeep",1609469
"2021-06","Waterdeep",1539076
"2021-07","Waterdeep",1507374
"2021-08","Waterdeep",1491510
"2021-09","Waterdeep",1519961
"2021-10","Waterdeep",1608478
"2021-11","Waterdeep",1500315
"2021-12","Waterdeep",1462323
"2022-01","Waterdeep",1700592
"2022-02","Waterdeep",1445915
"2022-03","Waterdeep",1587598
"2022-04","Waterdeep",1464657
"2022-05","Waterdeep",1558178
"2022-06","Waterdeep",1382474
"2022-07","Waterdeep",1770595
"2022-08","Waterdeep",1769399
"2022-09","Waterdeep",1502795
"2022-10","Waterdeep",1458407
"2022-11","Waterdeep",1583400
"2022-12","Waterdeep",1633418
"2023-01","Waterdeep",1693532
"2023-02","Waterdeep",1515996
"2023-03","Waterdeep",1687020
"2023-04","Waterdeep",1523123
"2023-05","Waterdeep",1625902
"2023-06","Waterdeep",1460849
"2023-07","Waterdeep",1624628
"2023-08","Waterdeep",1506167
"2023-09","Waterdeep",1512748
"2023-10","Waterdeep",1429428
"2023-11","Waterdeep",1361233
"2023-12","Waterdeep",1393942
"2019-01","Whalebone Isles",84706
"2019-02","Whalebone Isles",49407
"2019-03","Whalebone Isles",107480
"2019-04","Whalebone Isles",130178
"2019-05","Whalebone Isles",98431
"2019-06","Whalebone Isles",112988
"2019-07","Whalebone Isles",139117
"2019-08","Whalebone Isles",104696
"2019-09","Whalebone Isles",136375
"2019-10","Whalebone Isles",121847
"2019-11","Whalebone Isles",82639
"2019-12","Whalebone Isles",219515
"2020-01","Whalebone Isles",164624
"2020-02","Whalebone Isles",133772
"2020-03","Whalebone Isles",246145
"2020-04","Whalebone Isles",88527
"2020-05","Whalebone Isles",133809
"2020-06","Whalebone Isles",186035
"2020-07","Whalebone Isles",58981
"2020-08","Whalebone Isles",58415
"2020-09","Whalebone Isles",161111
"2020-10","Whalebone Isles",104515
"2020-11","Whalebone Isles",128463
"2020-12","Whalebone Isles",135828
"2021-01","Whalebone Isles",103404
"2021-02","Whalebone Isles",104703
"2021-03","Whalebone Isles",111187
"2021-04","Whalebone Isles",103354
"2021-05","Whalebone Isles",147036
"2021-06","Whalebone Isles",114980
"2021-07","Whalebone Isles",105220
"2021-08","Whalebone Isles",78364
"2021-09","Whalebone Isles",115987
"2021-10","Whalebone Isles",165336
"2021-11","Whalebone Isles",120692
"2021-12","Whalebone Isles",157680
"2022-01","Whalebone Isles",120417
"2022-02","Whalebone Isles",163559
"2022-03","Whalebone Isles",160491
"2022-04","Whalebone Isles",97343
"2022-05","Whalebone Isles",136982
"2022-06","Whalebone Isles",152007
"2022-07","Whalebone Isles",121525
"2022-08","Whalebone Isles",84157
"2022-09","Whalebone Isles",49970
"2022-10","Whalebone Isles",144767
"2022-11","Whalebone Isles",250868
"2022-12","Whalebone Isles",161369
"2023-01","Whalebone Isles",104986
"2023-02","Whalebone Isles",80395
"2023-03","Whalebone Isles",208151
"2023-04","Whalebone Isles",163675
"2023-05","Whalebone Isles",129830
"2023-06","Whalebone Isles",92576
"2023-07","Whalebone Isles",104073
"2023-08","Whalebone Isles",132148
"2023-09","Whalebone Isles",131168
"2023-10","Whalebone Isles",135443
"2023-11","Whalebone Isles",161067
"2023-12","Whalebone Isles",120275
"2019-01","Zakhara",266964
"2019-02","Zakhara",230417
"2019-03","Zakhara",333325
"2019-04","Zakhara",229001
"2019-05","Zakhara",205973
"2019-06","Zakhara",206445
"2019-07","Zakhara",278525
"2019-08","Zakhara",292388
"2019-09","Zakhara",247084
"2019-10","Zakhara",260462
"2019-11","Zakhara",216541
"2019-12","Zakhara",353701
"2020-01","Zakhara",190819
"2020-02","Zakhara",289613
"2020-03","Zakhara",332933
"2020-04","Zakhara",241642
"2020-05","Zakhara",300203
"2020-06","Zakhara",209013
"2020-07","Zakhara",229010
"2020-08","Zakhara",213699
"2020-09","Zakhara",318082
"2020-10","Zakhara",229257
"2020-11","Zakhara",230153
"2020-12","Zakhara",355734
"2021-01","Zakhara",259587
"2021-02","Zakhara",176606
"2021-03","Zakhara",199289
"2021-04","Zakhara",148509
"2021-05","Zakhara",199517
"2021-06","Zakhara",298539
"2021-07","Zakhara",451601
"2021-08","Zakhara",163800
"2021-09","Zakhara",219994
"2021-10","Zakhara",217479
"2021-11","Zakhara",206107
"2021-12","Zakhara",235833
"2022-01","Zakhara",274981
"2022-02","Zakhara",184236
"2022-03","Zakhara",205950
"2022-04","Zakhara",185638
"2022-05","Zakhara",222343
"2022-06","Zakhara",183433
"2022-07","Zakhara",308081
"2022-08","Zakhara",307738
"2022-09","Zakhara",300458
"2022-10","Zakhara",291922
"2022-11","Zakhara",232611
"2022-12","Zakhara",342346
"2023-01","Zakhara",216570
"2023-02","Zakhara",317091
"2023-03","Zakhara",313416
"2023-04","Zakhara",220100
"2023-05","Zakhara",260850
"2023-06","Zakhara",193824
"2023-07","Zakhara",254180
"2023-08","Zakhara",344520
"2023-09","Zakhara",285974
"2023-10","Zakhara",278346
"2023-11","Zakhara",189796
"2023-12","Zakhara",233177
